tick,0,3,5,2,4,6,7,8,9
0,1,1,1,1,1,1,1,0.95,1
12,1,1,1,1,1,1,1,0.95,0.95
23,1,1,1,1,1,1,1,0.95,0.9
34,1,1,1,1,1,1,0.95,0.95,0.9
46,1,1,0.95,1,1,1,0.9,0.95,0.9
57,1,1,0.95,1,1,1,0.9,0.9,0.9
67,1,1,0.95,1,1,1,0.85,0.9,0.9
79,1,1,0.95,1,1,1,0.8,0.9,0.9
88,1,1,0.9,1,1,1,0.8,0.9,0.9
98,1,1,0.9,1,1,1,0.75,0.9,0.9
109,1,1,0.9,1,1,1,0.7,0.9,0.9
119,1,1,0.9,1,1,1,0.65,0.9,0.9
127,1,1,0.9,1,1,1,0.65,0.85,0.9
137,1,1,0.85,1,1,1,0.65,0.85,0.9
147,1,1,0.85,1,1,1,0.65,0.8,0.9
156,1,1,0.85,1,1,1,0.65,0.8,0.85
165,1,1,0.85,1,1,1,0.6,0.8,0.85
176,1,1,0.85,1,1,1,0.6,0.75,0.8
186,1,1,0.85,1,1,1,0.55,0.75,0.8
197,1,1,0.85,1,1,1,0.55,0.7,0.8
206,1,1,0.85,1,1,1,0.5,0.7,0.75
217,1,1,0.85,1,1,1,0.5,0.65,0.75
225,1,1,0.8,1,1,1,0.5,0.65,0.75
236,1,1,0.75,1,1,1,0.5,0.65,0.75
246,1,1,0.75,1,1,1,0.45,0.65,0.75
256,1,1,0.75,1,1,1,0.45,0.6,0.75
266,1,1,0.7,1,1,1,0.45,0.6,0.75
275,1,1,0.7,1,1,1,0.45,0.55,0.75
286,1,1,0.7,1,1,1,0.4,0.55,0.75
298,1,1,0.65,1,1,1,0.4,0.55,0.75
306,1,1,0.65,1,1,1,0.4,0.55,0.7
315,1,1,0.65,1,1,1,0.4,0.55,0.65
324,1,1,0.65,1,1,1,0.4,0.5,0.65
335,1,1,0.65,1,1,1,0.4,0.45,0.65
343,1,1,0.65,1,1,1,0.4,0.4,0.65
352,1,1,0.65,1,1,1,0.4,0.35,0.65
363,1,1,0.65,1,1,1,0.35,0.35,0.65
374,1,1,0.65,1,1,1,0.3,0.35,0.65
385,1,1,0.65,1,1,1,0.3,0.3,0.65
395,1,1,0.65,1,1,1,0.3,0.25,0.65
407,1,1,0.6,1,1,1,0.3,0.25,0.65
419,1,1,0.55,1,1,1,0.3,0.25,0.65
430,1,1,0.5,1,1,1,0.3,0.25,0.65
439,1,1,0.45,1,1,1,0.3,0.25,0.65
450,1,1,0.45,1,1,1,0.25,0.25,0.65
459,1,1,0.45,1,1,1,0.2,0.25,0.65
470,1,1,0.45,1,1,1,0.2,0.2,0.65
482,1,1,0.45,1,1,1,0.15,0.2,0.65
492,1,1,0.45,1,1,1,0.15,0.15,0.65
502,1,1,0.45,1,1,1,0.15,0.1,0.65
514,1,1,0.4,1,1,1,0.15,0.1,0.65
522,1,1,0.35,1,1,1,0.15,0.1,0.65
534,1,1,0.35,1,1,1,0.15,0.05,0.65
543,1,1,0.35,1,1,1,0.15,0.05,0.6
552,1,1,0.35,1,1,1,0.15,0,0.6
561,1,1,0.35,1,1,1,0.1,0,0.6
571,1,1,0.3,1,1,1,0.1,0,0.6
579,1,1,0.25,1,1,1,0.1,0,0.6
591,1,1,0.25,1,1,1,0.05,0,0.6
602,1,1,0.25,1,1,1,0,0,0.6
614,1,1,0.2,1,1,1,0,0,0.6
624,1,1,0.2,1,1,1,0,0,0.6
634,1,1,0.15,1,1,1,0,0,0.6
645,1,1,0.1,1,1,1,0,0,0.55
654,1,1,0.1,1,1,1,0,0,0.5
666,1,1,0.05,1,1,1,0,0,0.5
676,1,1,0.05,1,1,1,0,0,0.5
688,1,1,0.05,1,1,1,0,0,0.5
697,1,1,0,1,1,1,0,0,0.5
707,1,1,0,1,1,1,0,0,0.5
717,1,1,0,1,1,1,0,0,0.5
727,1,1,0,1,1,1,0,0,0.5
738,1,1,0,1,1,1,0,0,0.5
749,1,1,0,1,1,1,0,0,0.45
761,1,1,0,1,1,1,0,0,0.4
772,1,1,0,1,1,1,0,0,0.4
783,1,1,0,1,1,1,0,0,0.4
794,1,1,0,1,1,1,0,0,0.35
803,1,1,0,1,1,1,0,0,0.3
813,1,1,0,1,1,1,0,0,0.3
823,1,1,0,1,1,1,0,0,0.3
833,1,1,0,1,1,1,0,0,0.3
844,1,1,0,1,1,1,0,0,0.25
855,1,1,0,1,1,1,0,0,0.2
866,1,1,0,1,1,1,0,0,0.2
877,1,1,0,1,1,1,0,0,0.15
887,1,1,0,1,1,1,0,0,0.15
897,1,1,0,1,1,1,0,0,0.15
908,1,1,0,1,1,1,0,0,0.1
919,1,1,0,1,1,1,0,0,0.05
930,1,1,0,1,1,1,0,0,0
940,1,1,0,1,1,1,0,0,0
949,1,1,0,1,1,1,0,0,0
959,1,1,0,1,1,1,0,0,0
971,1,1,0,1,1,1,0,0,0
983,1,1,0,1,1,1,0,0,0
994,1,1,0,1,1,1,0,0,0
1005,1,1,0,1,1,1,0,0,0
1017,1,1,0,1,1,1,0,0,0
1028,1,1,0,1,1,1,0,0,0
1036,1,1,0,1,1,1,0,0,0
1048,1,1,0,1,1,1,0,0,0
1056,1,1,0,1,1,1,0,0,0
1065,1,1,0,1,1,1,0,0,0
1077,1,1,0,1,1,1,0,0,0
1088,1,1,0,1,1,1,0,0,0
1099,1,1,0,1,1,1,0,0,0
1107,1,1,0,1,1,1,0,0,0
1118,1,1,0,1,1,1,0,0,0
1127,1,1,0,1,1,1,0,0,0
1138,1,1,0,1,1,1,0,0,0
1149,1,1,0,1,1,1,0,0,0
1158,1,1,0,1,1,1,0,0,0
1168,1,1,0,1,1,1,0,0,0
1177,1,1,0,1,1,1,0,0,0
1187,1,1,0,1,1,1,0,0,0
1198,1,1,0,1,1,1,0,0,0
1209,1,1,0,1,1,1,0,0,0
1218,1,1,0,1,1,1,0,0,0
1227,1,1,0,1,1,1,0,0,0
1236,1,1,0,1,1,1,0,0,0
1247,1,1,0,1,1,1,0,0,0
1258,1,1,0,1,1,1,0,0,0
1269,1,1,0,1,1,1,0,0,0
1280,1,1,0,1,1,1,0,0,0
1290,1,1,0,1,1,1,0,0,0
1300,1,1,0,1,1,1,0,0,0
1309,1,1,0,1,1,1,0,0,0
1321,1,1,0,1,1,1,0,0,0
1333,1,1,0,1,1,1,0,0,0
1342,1,1,0,1,1,1,0,0,0
1353,1,1,0,1,1,1,0,0,0
1364,1,1,0,1,1,1,0,0,0
1376,1,1,0,1,1,1,0,0,0
1387,1,1,0,1,1,1,0,0,0
1398,1,1,0,1,1,1,0,0,0
1407,1,1,0,1,1,1,0,0,0
1416,1,1,0,1,1,1,0,0,0
1428,1,1,0,1,1,1,0,0,0
1439,1,1,0,1,1,1,0,0,0
1447,1,1,0,1,1,1,0,0,0
1458,1,1,0,1,1,1,0,0,0
1466,1,1,0,1,1,1,0,0,0
1475,1,1,0,1,1,1,0,0,0
1484,1,1,0,1,1,1,0,0,0
1496,1,1,0,1,1,1,0,0,0
1505,1,1,0,1,1,1,0,0,0
1514,1,1,0,1,1,1,0,0,0
1526,1,1,0,1,1,1,0,0,0
1534,1,1,0,1,1,1,0,0,0
1543,1,1,0,1,1,1,0,0,0
1555,1,1,0,1,1,1,0,0,0
1566,1,1,0,1,1,1,0,0,0
1575,1,1,0,1,1,1,0,0,0
1583,1,1,0,1,1,1,0,0,0
1595,1,1,0,1,1,1,0,0,0
1606,1,1,0,1,1,1,0,0,0
1614,1,1,0,1,1,1,0,0,0
1624,1,1,0,1,1,1,0,0,0
1636,1,1,0,1,1,1,0,0,0
1648,1,1,0,1,1,1,0,0,0
1658,1,1,0,1,1,1,0,0,0
1666,1,1,0,1,1,1,0,0,0
1677,1,1,0,1,1,1,0,0,0
