tick,0,3,2,4
28,1,1,1,1
63,1,1,1,1
94,1,1,1,1
127,1,1,1,1
161,1,1,1,1
193,1,1,1,1
228,1,1,1,1
262,1,1,1,1
293,1,1,1,1
331,1,1,1,1
364,1,1,1,1
394,1,1,1,1
428,1,1,1,1
459,1,1,1,1
493,1,1,1,1
524,1,1,1,1
555,1,1,1,1
592,1,1,1,1
623,1,1,1,1
657,1,1,1,1
692,1,1,1,1
722,1,1,1,1
753,1,1,1,1
787,1,1,1,1
821,1,1,1,1
854,1,1,1,1
890,1,1,1,1
925,1,1,1,1
962,1,1,1,1
993,1,1,1,1
1025,1,1,1,1
1060,1,1,1,1
1091,1,1,1,1
1126,1,1,1,1
1157,1,1,1,1
1187,1,1,1,1
1223,1,1,1,1
1259,1,1,1,1
1292,1,1,1,1
1324,1,1,1,1
1361,1,1,1,1
1392,1,1,1,1
1425,1,1,1,1
1459,1,1,1,1
1495,1,1,1,1
1528,1,1,1,1
1558,1,1,1,1
1596,1,1,1,1
1629,1,1,1,1
1664,1,1,1,1
1699,1,1,1,1
1729,1,1,1,1
1763,1,1,1,1
1792,1,1,1,1
1826,1,1,1,1
1856,1,1,1,1
1888,1,1,1,1
1924,1,1,1,1
1956,1,1,1,1
1989,1,1,1,1
