tick,0,1,3,4
28,1,1,1,1
64,1,1,1,1
94,1,1,1,1
127,1,1,1,1
161,1,1,1,1
193,1,1,1,1
226,1,1,1,1
262,1,1,1,1
293,1,1,1,1
322,1,1,1,1
362,1,1,1,1
396,1,1,1,1
428,1,1,1,1
460,1,1,1,1
496,1,1,1,1
529,1,1,1,1
561,1,1,1,1
595,1,1,1,1
629,1,1,1,1
661,1,1,1,1
692,1,1,1,1
724,1,1,1,1
761,1,1,1,1
799,1,1,1,1
833,1,1,1,1
868,1,1,1,1
899,1,1,1,1
937,1,1,1,1
968,1,1,1,1
1003,1,1,1,1
1035,1,1,1,1
1071,1,1,1,1
1101,1,1,1,1
1137,1,1,1,1
1177,1,1,1,1
1210,1,1,1,1
1249,1,1,1,1
1280,1,1,1,1
1313,1,1,1,1
1351,1,1,1,1
1381,1,1,1,1
1416,1,1,1,1
1448,1,1,1,1
1485,1,1,1,1
1514,1,1,1,1
1545,1,1,1,1
1576,1,1,1,1
1609,1,1,1,1
1644,1,1,1,1
1680,1,1,1,1
1711,1,1,1,1
1746,1,1,1,1
1773,1,1,1,1
1808,1,1,1,1
1841,1,1,1,1
1873,1,1,1,1
1911,1,1,1,1
1946,1,1,1,1
1978,1,1,1,1
