tick,0,1,2,4
30,1,1,1,1
64,1,1,1,1
94,1,1,1,1
133,1,1,1,1
165,1,1,1,1
202,1,1,1,1
235,1,1,1,1
270,1,1,1,1
301,1,1,1,1
334,1,1,1,1
370,1,1,1,1
402,1,1,1,1
436,1,1,1,1
470,1,1,1,1
507,1,1,1,1
538,1,1,1,1
569,1,1,1,1
606,1,1,1,1
640,1,1,1,1
673,1,1,1,1
701,1,1,1,1
741,1,1,1,1
773,1,1,1,1
810,1,1,1,1
846,1,1,1,1
880,1,1,1,1
911,1,1,1,1
950,1,1,1,1
983,1,1,1,1
1018,1,1,1,1
1051,1,1,1,1
1085,1,1,1,1
1115,1,1,1,1
1145,1,1,1,1
1185,1,1,1,1
1218,1,1,1,1
1251,1,1,1,1
1285,1,1,1,1
1324,1,1,1,1
1355,1,1,1,1
1390,1,1,1,1
1425,1,1,1,1
1458,1,1,1,1
1486,1,1,1,1
1524,1,1,1,1
1557,1,1,1,1
1591,1,1,1,1
1627,1,1,1,1
1658,1,1,1,1
1692,1,1,1,1
1727,1,1,1,1
1757,1,1,1,1
1789,1,1,1,1
1822,1,1,1,1
1855,1,1,1,1
1885,1,1,1,1
1917,1,1,1,1
1952,1,1,1,1
1986,1,1,1,1
