tick,0,1,3,5,2,4,7,8,9
9,1,1,1,1,1,1,1,1,1
23,1,1,1,1,1,1,1,1,1
42,1,1,1,1,1,1,1,1,1
53,1,1,1,1,1,1,1,1,1
72,1,1,1,1,1,1,1,1,1
83,1,1,1,1,1,1,1,1,1
97,1,1,1,1,1,1,1,1,1
110,1,1,1,1,1,1,1,1,1
122,1,1,1,1,1,1,1,1,1
138,1,1,1,1,1,1,1,1,1
150,1,1,1,1,1,1,1,1,1
164,1,1,1,1,1,1,1,1,1
176,1,1,1,1,1,1,1,1,1
189,1,1,1,1,1,1,1,1,1
205,1,1,1,1,1,1,1,1,1
215,1,1,1,1,1,1,1,1,1
225,1,1,1,1,1,1,1,1,1
242,1,1,1,1,1,1,1,1,1
255,1,1,1,1,1,1,1,1,1
269,1,1,1,1,1,1,1,1,1
281,1,1,1,1,1,1,1,1,1
293,1,1,1,1,1,1,1,1,1
308,1,1,1,1,1,1,1,1,1
319,1,1,1,1,1,1,1,1,1
333,1,1,1,1,1,1,1,1,1
348,1,1,1,1,1,1,1,1,1
359,1,1,1,1,1,1,1,1,1
375,1,1,1,1,1,1,1,1,1
387,1,1,1,1,1,1,1,1,1
401,1,1,1,1,1,1,1,1,1
412,1,1,1,1,1,1,1,1,1
432,1,1,1,1,1,1,1,1,1
447,1,1,1,1,1,1,1,1,1
463,1,1,1,1,1,1,1,1,1
478,1,1,1,1,1,1,1,1,1
491,1,1,1,1,1,1,1,1,1
501,1,1,1,1,1,1,1,1,1
520,1,1,1,1,1,1,1,1,1
536,1,1,1,1,1,1,1,1,1
547,1,1,1,1,1,1,1,1,1
562,1,1,1,1,1,1,1,1,1
573,1,1,1,1,1,1,1,1,1
588,1,1,1,1,1,1,1,1,1
600,1,1,1,1,1,1,1,1,1
617,1,1,1,1,1,1,1,1,1
628,1,1,1,1,1,1,1,1,1
642,1,1,1,1,1,1,1,1,1
654,1,1,1,1,1,1,1,1,1
667,1,1,1,1,1,1,1,1,1
681,1,1,1,1,1,1,1,1,1
694,1,1,1,1,1,1,1,1,1
705,1,1,1,1,1,1,1,1,1
719,1,1,1,1,1,1,1,1,1
733,1,1,1,1,1,1,1,1,1
747,1,1,1,1,1,1,1,1,1
762,1,1,1,1,1,1,1,1,1
774,1,1,1,1,1,1,1,1,1
785,1,1,1,1,1,1,1,1,1
803,1,1,1,1,1,1,1,1,1
822,1,1,1,1,1,1,1,1,1
834,1,1,1,1,1,1,1,1,1
846,1,1,1,1,1,1,1,1,1
858,1,1,1,1,1,1,1,1,1
877,1,1,1,1,1,1,1,1,1
889,1,1,1,1,1,1,1,1,1
903,1,1,1,1,1,1,1,1,1
916,1,1,1,1,1,1,1,1,1
931,1,1,1,1,1,1,1,1,1
942,1,1,1,1,1,1,1,1,1
957,1,1,1,1,1,1,1,1,1
969,1,1,1,1,1,1,1,1,1
986,1,1,1,1,1,1,1,1,1
1001,1,1,1,1,1,1,1,1,1
1013,1,1,1,1,1,1,1,1,1
1025,1,1,1,1,1,1,1,1,1
